text,label
اذا كان هذا هو حال فكيف هو حال سكانها ؟  اللهم الطف بهم، وعجل بفرجهم,sympathy
i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,joy
: فُتن عقلِـي بالهلال فّـ سلام علي عقلٍ جُن بـ هواك يـا هلال ????  تويتر الهلال,joy
بالتوفيق احمد عبد الرحمن  الاوليمبياد,none
تشرفت بشوفتك استاذه اسماء للتو عرفت انك كاتبه وكنت اتمني ان اعانقك حقا انا احترم الكتاب لهم عندي مكانه رفيعه  لك احترامي,love
lolo123   sabah   صباح الفل,joy
:  مهزله نواب العراق انا لا اعرف لماذا اصر اغلب النواب علي استمرار اتهامات العبيدي وسماع الفضائح بينما الجلسه مخصصه للاستجو…,anger
همسه للعاشقين اقصي نجاح تحققه في الحب ان تجعل من تحب يبتسم لمجرد رؤيتك مهما كان مزاجه سيئاً  متلازمه حب  عاجانيات  بوح  الاحساء,love
: الجنايات تنظر بعد قليل قضيه امن دوله  متهم بها الشيخ حسين المعتوق  باذاعه اخبار كاذبه ومخالفه قانون الوحده الوطنيه,anger
i will continue to feel disgusted every time i accidentally catch a glimpse of myself in the mirror or see the results of an impromptu picture,anger
i can do all things through christ who gives me strength is a lovely little verse that i repeat over and over when im feeling a little unsure about something,fear
i feel like calling them bitches but it wasnt exactly bitchy coz it wasnt intentional but i could call them ungrateful inconsiderate selfish ok ill say bitches,anger
احلي حاجه في الاوليمبياد الجمباز .. كنت بتنح ادامه بالساعات التعبير الحركي بالمزيكا ده اعجاز,surprise
i begin to feel even more agitated as i realize that keith has detoured for a tourist stop in another small mountain village on the way to xela,anger
im feeling really annoyed,anger
: تحيه لموقف العاهل السعودي والموقف الاماراتي الداعم لمصر. وندعو جامعه الدول العربيه للدعوه لقمه عربيه طارئه لدعم مصر وشعب…,joy
i can pay the bills and still have some cash in the bank should leave me feeling pretty satisfied right,joy
d13:  حاكموا السراق اكررها للمره الالف يجب تصفيه القضاء من الفاسدين اتهامات مشعان الجبوري وثائق ويكليكس اتهامات العبيدي ..الخ ماذا…,anger
i feel a strange disconnect,fear
لا هذا ما تفقت عليه الامه و لا تجتمع التي علي ضلال  الادله متواتره و لكن اصحاب الفكر الاموي  كذبو وضعفوا تلك بغضا لعلي,anger
مشروع ليلي طلعت حاجه فخيمه ????????,love
لو مصر ترخص اسعار العقار كان دخل علي مصر عمله اجنبيه صعبه تسهم في دعم الاقتصاد المصري وتدفع عجله التنميه .,anger
i closed her eyes in anger and feeling disgusted by this touch,anger
o فعلا انا متعاطفه معهم ليش ما يلفون قماش علي كامل الفخذ مثل الضماده وتتثبت كل فخذ علي حده وهي ليست مخيط مثل لبس الاحرام,sympathy
i feel angry im happy,anger
i feel far too distracted to actually write anything of substance,anger
7l1 خايفه يذبحها الجوووع😅,fear
كان الله في عون اهلنا في العراق  البعض يتحاشي حتي التعاطف معهم خوفاً من دعشنته مهزله ما بعدها مهزله !!,sympathy
الصّعب في الدنيا ان تكسب، شخصاً واحداً وتخسر الكل لاجله والقسوه ان يخونك هذا الشخص، وتتذكر انك تركت الكل لاجله وفي قمه احتياجك : لن تجدهُ،,sadness
بخاف ارد علي الكلام دا خايفه اوعدهم موفيش خايفه اقولهم هفضل ومفضلش بقيت خايفه اكتر منهم !,fear
وانا ليه اصحي الساعه 8 الصبح عشان انزل درس  .  ليه هه ؟ D :,anger
im not feeling frantic yet so instead i am going to make this sleep teddy,fear
i feel i am quite mad,anger
i think feeling insulted was a good thing maybe if we all felt insulted and made that clear when someone attacks with a racial religious slur even though it is not aimed at you personally those that made the comment might learn something,anger
صبح.الورد.لكل.موجدين,joy
:  شهداء الكويت خطوا بدمائهم الطاهره ملحمه وطنيه عظيمه لبقاءكيان وطن النهار  الشهيد احمد قبازرد  Qabazard  الكويت 1990 ht…,sadness
حق مصر عليكم فين يولاد الكلب يا بهايم بتشربو مياه ملوثه وتكلو اكل مسرطن وتقولو حق وحقي وحق ولادي فين في حياه نظيفه ذي حياه الضباط,anger
حتي اقرب الشخاص يخذلوننا وما اقساها من  خيبه,sadness
i feel hesitant to share something i know and have experienced personally that can offer hope amp eternal life,fear
:   bukairy السومه احد افضل المحترفين الي مرو علي الكره السعوديه ، لاعب مخلص لناديه اكثر من بعض اللعيبه المحليين,joy
3   627 اييه انا خايف من ذا الشي عشان كذا ابيها تسامحني 😢,fear
والله خايفه اتكلم لا اروح في داهيه :),fear
معقوله شوقي لك ما ضعف من 14 سنه ؟!  حب  احبك,surprise
مش كنا ودينا الزمالك يلعب في الاوليمبياد طيب؟,surprise
يا حي ياقيوم يا ذا الجلال والاكرام فرّج عن اهوارفع عنهم الباساء والضراء يا ارحم الراحمين ويا اكرم...,sympathy
: الحكم علي المغرد الخلوق  حميد الخاتم بسنتين سجن مع النفاد ! اينها حريه التعبير !  البحرين,anger
1   at ظافر هذا يا اما انه رافضي او لاديني عشان كذا مستميت في الدفاع عن الرافضه وتلميع صورتهم,anger
لمن يعتمدون علي  بوتين بوتين تحت حذاء امتنا... لمن يعتمدون علي  نتينياهو الكلب واعوانه تحت حذاء امتنا....لمن...,anger
i feel every part of me agitated by the reality of the kingdom walk the talk,anger
جاءنا النّٓبا التالي …!  بسم الله الرحمن الرحيم جيشُنا الباسل ، بٓدٓا بشنِ هجوم المرحله الرابعه من تحرير حلب الدعاء الدعاء لـ ابنائكم,joy
ايوش اسلام موناه فولورز عقبال ما نشوف ميداليه ذهب في الاوليمبياد,none
خايف اتخن يابني,fear
يا تري من بعد اوليمبياد اثينا 2004، حايجي اليوم تاني الي نسمع فيه النشيد الوطني المصري في الاوليمبياد ؟؟,surprise
id be feeling paranoid about going bald,fear
: في لحظاتها العصيبه قلوبنا تهفو لها وعيوننا تدمع لاجلها  الفلوجه فيارب سلمها من كل معتدٍ وغادر  اقتحام الفلوجه,sadness
ممدوح المنسدح يقذف فتاه   قال اعرابي لرجل بذيء اللسان فاحش القول: جعل الله عورات الناس بين ارجلهم ، وجعل عورتك بين فكيك، فاسترها بالصمت !????,anger
لله درك ايها الجبل الاشم زادك الله صبراً وثباتاً علي هذا الطريق امضِي بنا حيث شئت فنحن جنودك والله لو خضتم البحر لخ…,sympathy
Elxxx اي خايفه اتوهق مع اني قد سويتها قبل,fear
الفرجه ع الاوليمبياد متعه 😀,joy
im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear
i feel his loss too chakotay reassured then silently approached her and enveloped her in a hug,joy
i feel so clever to have done that,joy
انا الحاجه الوحيده اللي هتخليني افكر مليون مره قبل ما اسوق هو الطريق الزراعي ???? طريق يجيب صرع قسم بالله ✋????????,fear
فجاه كل البنات يشجعون برشلونه 🙂,surprise
الشركه خايفه من مبيعات الجزء الجديد لدرجه انهم دخلو الريماستر معاها,fear
i hope to god it is a false reading because i feel so unprotected without him,fear
احنا طالعين الاوليمبياد دي ناخد علي عينها ونرجع تاني باين كده,sadness
انت متخيل ان مجهود ابطال الاوليمبياد هو حصاد تدريب وتمرين سنوات كامله بجديه واخلاص وامانه عوامل ان قلت خسرنا .,surprise
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,anger
الموصل اهل الموصل كان الله في عونهم بين نارين  داعش يقتلهم بتهمه التعاون مع  الحشد والذي بدوره يرتكب المجازر بحقهم…,sympathy
روجر بويز في “التايمز”: كيف فضحت حلب عجز الغرب؟,surprise
طب اطلع غلي ف ايه !!!!,surprise
كنت اسمع بودكاست امريكان عن السله وقاعدين يضحكون علي قطر والبحرين والتجنيس في الاوليمبياد هههههههههههههههه,joy
: اكتفيت ب وحدتك ومزيكتك والاوضه الضلمه والسكوت والامبالاه.. عايش هربان بنص ميت.,sadness
i dont drink green charged water for a few days i feel irritable and disoriented,anger
i must admit no matter how early i start playing christmas music and doing my holiday shopping the tree makes everything feel so much more holly and jolly,joy
متعاطفه معكم ، لكن الي بجامعتكم لا تعممونها بجامعات المملكه كلها ، مو الكل مثلكم ، والله يعينكم ويصبركم ويوصل صوتكم💗💗  قوانين جامعه حايل,sympathy
i feel so uptight about it because i know you hate it and are constantly trying to catch glimpses of the tv in the window and listen to it,fear
ولا شايفاها ذكري ولا ترتقي حتي ولا بالاهميه دي اتفرجو ع الاوليمبياد 😀,none
في نسوان ملط نزلو في حفل الافتتاح بتاع الاوليمبياد ،، شكلها هتحلو اووي,joy
i got a feel that the actors were very physically talented and skilled at presentational acting but had done little to no research into the backgrounds of their characters or that of wilder,joy
i have never done anything to make her cry or want her to cry but after four months i feel a little strange i have never seen that side of her,fear
ايه والله صادق ساعده الاوليمبياد السابق لعب نصف نهائي ماراثوني مع روجر وخلاه يروح للنهائي بدون ارجل 😂,none
i feel this strong urge to stop the work trip,joy
i completed this card a while ago but im not feeling it and was very reluctant to post,fear
i remember feeling terrified as a child,fear
i started to feel dissatisfied by the ease and convenience of it all,anger
i didn t sleep well the night before and am not feeling half as brave as i was yesterday,joy
اووفف!!!,surprise
لا تكن بلا حُب.. كي لا تشعر بانك ميت. مُت في الحب و ابق حياً للابد !  المباحث وفولورز بيغنوا للكينج,love
i just wanted the world to feel strange to me again,fear
يالله تضامن مع كلامك وعشان محد يسوي حشيير لك خل اسمك بالعربيه عشان نطبق كلامك صح وانا معك ً وغالباً💪,sympathy
جامعه الدمام نطالب بدفع جديده حتي تعليمنا صار فيه مطالب وهاشتاقات ؟ شي يفشل ????,anger
i feel so rude i thought as i dialed my house,anger
فيه بلد اسمها  كوسوفو  كسبت ميداليه ذهبيه في الاوليمبياد وهما اصلا 8 لاعيبه مشاركين من البلد ده العرب منورين  Rio2016,surprise
i feel a tranquil and eloquent charm his praise array delights me thought of legard but he loved me not,joy
حِينَ اُحَادِثكِ يُصبَح لِـ النَبضّ معنَي اِخَر..♥ !!  بوح,love
الكومنتات  اه جزء جاي من اوريا تعالي شوفي اسكندريه في الشتاء وبعدين اتكلمي وفلاحين متعتبرش شتيمه لما بنقول فلاحين...,anger
i was feeling so reluctant the whole day today the only thing that i feel like doing is just sticking my ass on the benches ground having heart to heart talks with my favs staring into space and nothing,fear
i feel ecstatic relived and most of all from the bottom of my heart truely grateful to,joy
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,anger
ساره سمير يا جماعه و الله حاجه تفرح و ان شاء الله الذهبيه الاوليمبياد الجايه,joy
i have the right to feel jealous naman to think na theres no us to begin with,anger
:      هي بدايه العبث مع بدايه التدخل الامريكي بتنسيق مع  فرنسا ... وسوف تبدوا لك الايام ما كنت جاهل او مت…,anger
i reply feeling suspicious,fear
من يحبّك يراك مختلفاً ...,love
i say that i feel like im hated,anger
i feel so pretty and glamorous,joy
i don t i risk feeling vulnerable the feeling that everyone is staring at me and examining every little dimple in my thigh and sag in my arm,fear
i feel anxious as i usually do around this time of night,fear
و القارب ده كمان 😔 الاوليمبياد دي كلها تقليب مواجع 😂😂,sadness
كلش ما اتخيل اجوف لبنانيه مو حلوه. هل انا عنصريه؟,surprise
i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,anger
معاكي بس انا سؤالي من البدايه هو رايح الاوليمبياد ليه ؟؟ يجيب ميداليه واللا ياخد موقف سياسي ؟,surprise
بسم الله الرحمن الرحيم .. انا كتبت الكلمه دي امتي !!,surprise
هُنالكَ مشَاعرٌ لَم اعرِف لهَا معنًي الا بِقُربك,love
: عشقي لك لا ينتهي 😍,love
i am feel overwhelmed,fear
i don t know it s just that it was like on top of our head so much of yesterday that it was really bothersome and we re still feeling a little mad about it,anger
i know that i still feel kind of agitated but i also switch from feeling hot to feeling cold when i lay down,anger
27: البكاء في الداخل اشد قسوه والماً من بكاء العين فكثير من الاشخاص تبكي قلوبهم في صمت وعيونهم هادئه ..  حقيقه  واقع  رحمه,sadness
i feel pretty jolly,joy
مستحيل اول طياره لجده,surprise
i love it he makes me feel so greedy,anger
i am not okay with feeling annoyed at myself and at life all the time,anger
i felt this coming on and i didn t do anything about it no it s the p docs fault because i mentioned feeling irritable at our last appointment and he didn t do anything about it,anger
i was feeling optimistic and actually ran the first couple miles at probably a pace,joy
i feel bashful under his teasing scrutiny,fear
سباح اميركي حقق ميداليات ذهبيه اكثر من جميع الدول العربيه في جميع الاوليمبياد التي اقيمت حتي الان. جو الرياضه مش لنا كعرب,sadness
واما بنعمه ربك فحدث ... انا الايه ده بتيجي معايا بنتايج عكسيه :( !!!,sadness
للاسف اتهزقنا زياده كده و بقينا فرجه 👎🏼,sadness
الاوليمبياد معروفه مش بتبدا الا ببدايه العاب القوي  Rio2016,none
i thought of that feeling of delicious isolation i feel when i am absorbed in a quest each revelation leading to questions then answers then more questions a cave came to mind at first lined with ancient and wisdom filled tomes a deep comfortable chair and large paper strewn table in the centre,joy
i think it is possible maybe i am denying it maybe i am not opening myself up to the whole possibility maybe it is only just now i have realised that it is possible to give a man men that power over me to make me feel shaken in my leather sandals,fear
اللي بيتفرج علي حاجه في الاوليمبياد يكتب تويته يقول بيتفرج علي ايه ، علشان لو حد بيتفرج علي حاجه تانيه يعرف ، فيڤوريت لو انت جوه الاتفاق ده,none
i am still numb i question everything about what i feel and terrified to trust all my feelings,fear
i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,fear
im feeling bitchy on saturday,anger
i feel ive been physically uncomfortable for the last months of my life so nothing new there,fear
Rio2016 الاوليمبياد ده اكتر حاجه بتاكد لي ان احنا عالم تالت فعلا..ولا تالت كمان..لو تالت كنا خدنا برونز..احنا عالم عاشر,sadness
i feel cranky and annoyed when i dont,anger
عظيم عظيم,joy
يغار ضياء البدر من من نور وجهه ويخجل غصن البان من لين قدّهِ ♪ ❥      شعر ؛ ؛  رمزياتي ؛…,love
im feeling a much more festive with the tree in,joy
وداعا محمود عبد العزيز وداعا الفتي والرجل الوسيم بنكهه خفه الدم المعجون بالموهبه,sympathy
نفسي اقول اني مش بحبها بس خايفه اتحدف بالشباشب,fear
i am feeling rebellious i will start from the end instead of the beginning a very good place to start,anger
شعار المرحله: خايفه من بكره واللي حيجري,fear
اصبح المجتمع مخيف ... بعض النساء بلا حياء ... وبعض الرجال بلا غيره !!,fear
و كريم اصلا شكله غلبان جدا من غير حاجه، ربنا يصبرهم باذن الله,sympathy
لحظه جميله من مذيع  بين سبورت لعدم ذكره لاي معلومه عن اسرائيل المحتله لحظه تقديمها في الاوليمبياد تجاهلها تجاهل تام 👌🏽👏🏽  Rio2016  beINRio16,joy
انرتِي  سمائي  مساائي .. وباقاتْ الامتنانْ لِ مُروركِ الَمُشرفْ ولك مني باقه ورد هي سلامي,joy
: لسه امبارح كان السبت ازاي بس بكره الخميس 😐,surprise
i just want him to see how it feels when he does something that i feel is obnoxious,anger
ومعانا عم سيد من ريو نقوله عامل ايه في الاوليمبياد 😂  هنيدي,joy
i perceive you feel the dint of pity these are gracious drops,joy
r4: قبله قالوها ( اغويرو ، سواريز ، نيمار ، فالكاو ، فورلان ) و الان دزيكو ! و لا زال هُنالك من يُشكك ف راموس ! و الله.,surprise
during the last academic year ie just before the closure,fear
انا لا انظر لاحد مثلما انظر اليك لانك ملكت عيني قبل ان تحتلين قلبي  الشوق  تنهيده  العراق,love
i bag qaf look who s cryin now jacynthe lookin good feelin gorgeous rupaul the skins scissor sisters valentine the sun fed up kayle who s your daddy gerling awake the unkind u,joy
: طارق الملاح، حبيبي اذا ولالبد حزب الله بدو يداهملك منزلك، بيبعتولك الاخوات بكشاف الامام المهدي. حبيبي طروقه,joy
الاوليمبياد دي لو بصوت مدحت شلبي وايمن الكاشف كانت هتبقي مثاليه.,none
i feel like im not being the joyful me maybe its the hormones just act like how you feel never lie to yourself,joy
i feel like people like this arent getting caught therefore the government plays it up when they catch criminals of petty crimes to make themselves look better,anger
شوف يا حوس حتي لو رياضه رجالي الاوليمبياد ده اكبر نصب اللاعب علشان ياخد ميداليه بيصرف ملايين ممكن الدوله تفتح بيهم نوادي جيم للشعب,none
i am feeling a bit apprehensive about carrying an amount this large without any protection,fear
i love being comfy that is my main goal when i look for new clothes i cannot stand feeling uncomfortable in something,fear
i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,anger
انا حبيت بولت ده وبفكر اشارك في الاوليمبياد دي ونفس اللعبه اللي بيلعبها,none
من البؤس ان تنشغل عن بهجه العاب ومنافسات الاوليمبياد بحجاب اللاعبات,sadness
الاوليمبياد دي حاجه جميله فشخ و تحسه البرازيل فيها فرح كدا,joy
i expect ou to win but i feel there strongest competition will be a pretty talented and experienced ok state squad,joy
عايز اعرف ناس جديده بس خايف يطلعوا زي اللي قبلهم.,fear
انا دايما تلاقيني بخاف.. لقدرنا يكسرني ويكسرها. انا عمري ماخوفت من حاجه. لكن انا خايف اخسرها.,fear
ابرز الغائبين عن الاوليمبياد ؟    Olympics,none
: خايف اخسرك واخسر هالشعُور احِبك لكن خايف.,fear
i feel much alarmed at the prospect of seeing general jackson president,fear
احساس وحش اوي لما تحس انك بتخسر كُل اللي بتحبهم بالتصوير البطئ.,sadness
هو ان اجدك دون ان اضطر للنداء ، تاتي قبل ان الوّح 💓,love
8 3: بالفارما دا ملوش الا حل واحد ان السمبثاوي عندك شغاال متوتره خايفه او حالاته الاخري,fear
حسبنا الله ونعم الوكيل اللهم ارزقنا حقيقه اليقين وثبتنا علي الحق والدين وارؤف بحال اخوانناالمستضعفين فقد بلغ بنا ال…,sympathy
رسمت احلام .. و عشت ايام  و غنيت الهوي انغام,joy
1995 انتي ماتابعتي يعقوب ؟  كل شوي يشغل الاغنيه الي تحبها فوز  وخويه يقول خويكم تعبان تعبان ???? واضضضضضضضضحه.,joy
i have even a time or two found myself feeling a bit jealous of the mothers who had perfect babies who have been sleeping through the night since they were three months old and speaking in sentences by age two,anger
ive found my interest in s u waning and ive even come away from some portrayals of their relationship feeling dissatisfied,anger
هو علم السعوديه كان بيعمل ايه في طابور عرض مصر في الاوليمبياد؟ كيف تسلل هذا العلم فكرا قبل ان يرفع باليد هذه اهانه مع الاحترام للبلد الشقيق,sadness
: اقسي معاناه ،،اذا كان بكاء القلب بلا انين ولا دموع تخفف عنه .,sadness
i am happy with the news comeback i am feeling agitated with some fangirls,anger
تركي العواد يسيء للسعوديات طبل براحتك بعيد عن امهاتنا!!,anger
الصوره اللي نزلها محمد ايهاب لناس اتوقفوا بالمنشطات قبل الاوليمبياد ، يعني لو الصوره هي المصدر فالكلام ده كله فاكس .,none
: لا تستطيع ان تستقيم بحياه مريحه نفسياً وانت تشاهد تلك المصائب التي يعيشها اهل ، حسبنا الله ونعم الوكيل، اللهم ارفع عنهم…,sympathy
مواعيد الاوليمبياد حلوه جدًا .. بتبدا من بعد الظهر تقريبًا بتوقيت مصر وتخلص علي 12 بالليل,joy
i know tv isnt everyones cup of tea so if that includes you feel free to scroll down a bit,joy
i know that when i am feeling distraught or moody i can depend on you two to put a smile back on my face,fear
i feel impatient with the christian church disciples of christ and its many manifestations over the fact that i haven t yet gotten even the slightest whiff of a call,anger
متعاطف مع مؤمن وحاسه مدرب عظيم والله .. ربنا يسهلهاله معانا 😍,sympathy
i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,fear
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,anger
i feel i am really a cute pirate girl than the somewhat cute landlubber man that i sort of am,joy
i was over tired and feeling irritable as a result,anger
محمود عبد العزيز بجد من اعظم الفنانين ف مصر .,sympathy
i feel selfish and spoiled,anger
i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,joy
H: المؤلم في هذا الامر ان الشعوب المجاوره للعراقيين منبهره بهذه الانسانيه .. و كان العراقيين من كوكب اخر .  الصدمه,surprise
i always feel pressured to act normal with my eating around family at christmas so yeah ill need to lose weight to be comfortable eating dessert and stuff then,fear
مَش معقول الساعه لِسَّه 8 الا عشره ؟,surprise
السباحه المصريه واضح انها احسن حاجه ف الاوليمبياد,none
عذرا يا من  مات  تشرد  ظلم  بكي  جرح  تالم انت لست ابن فرنسا و او المانيا او هولاندا او غييرها من دول اوروبا كي يدافع عنك حماه الطفوله,sadness
i cannot remember in which mix i heard this first and not remembering it is making me feeling all irritable,anger
i still think it is worth posting here as a reminder for the next time i feel anxious,fear
اه علي الجامعه و امتحانات الجامعه,anger
i feel for the guy because i think he is sincere honest and intelligent,joy
بابا لسه داخل البيت دلوقتي فـ شاف التلفزيون علي الاوليمبياد فـ بدون سبب والله ما اعرف اشمعني قالي هي اسرائيل مشاركه؟   اه.. كشر وسكت :)),sadness
i feel like i only get mad if i think someones doing something thats really unjust,anger
قلبي معكم اهل الموصل,sympathy
i want others to be happy but does that mean i step back yet again it feels like and allow them to be happy because they deserve it or do they even deserve it or do i,joy
i feel their energy i feel a joyful sweet enthusiasm for life,joy
im feeling a little apprehensive about it because i feel like im suddenly way too old compared to my mental age of about,fear
غير مستغرب من طيران الامارات ، ذوق وخدمه ممتازه وتعويض المتضرر وسرعه الخدمه ....الي الامام,joy
during the weekend at home,anger
i am feeling honored grateful and blessed to get to spend each day with these remarkable th graders,joy
i feel for these kids because you know theyre talented but i think one of the things with the whole american idol deal is that they grab a hold of you and you do what they tell you,joy
المجلس يخلي عنده دم ويمشي بقا  ابناء النادي فين انتو السبب ال سايبين النادي كدا  قول للاداره جماهير الاهلي مش هبله  اسال شوبير  حسبي الله,anger
مظاهرات في ريو دي جانيرو امام الاستاد حيث حفل افتتاح الاوليمبياد احتجاجا علي اهدار اموال الشعب في الكلام الفاضي وفي المهم الحكومه تقول مفيش,none
احبابنا اني اغالب حسرهً مشبوبهً وعلي الاسي اتجلَّدُ . نظراتُ اعينكم تعذِّبني فلا عيشي يطيب ولا جفوني ترقدُ  العشماوي …,sympathy
والله ماعارف ايه التخلف ده ، شويه وينزلو هاشتاج ، هل تتزوج فتاه اول ماتصحي من النوم بتفتح عينها ؟؟!!!,surprise
i can listen to it and feel dissatisfied,anger
احا يا دوري,anger
i tend to think that it kinda contributed to my medium intelligence and made me understand and feel things in a clever and sensible way in the visual arts field especially but i m always feeling that i m losing that more and more,joy
i would just hurt others feelings i am so selfish,anger
Retweeted بنت نادره Riko ( اللي مستني ان مصر تتاهل للدور التاني في الاوليمبياد في اليد، يا ريت ياخد حبيتين اسبرين وينام,none
: هاشتاق ركيك يحاول اخفاء عيوب الجامعه  ولاكن اذا كان همكم اخفاء العيوب وليس تعديلها هنا المصيبه     نجران تفخر بجامعه نجر…,anger
لماذا المواطن ليس لديه القدره علي امتلاك سكن؟ ثم نجعل المواطن يمتلك سكن؟,surprise
im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,joy
: نزعه عاطـفه شوق و عناق تحس به مثل  الدفي في يدينك • اجمل تفاصيل الهوي اثنين عشاق  واحـد يغيب وواحد  يقول ويـنك,love
ياخخخي مبخوت انته تلعب وياهم ولا ويانه !!!!!!!! .,surprise
بتفرج ع الاوليمبياد وبتخيل انها لو حصلت في مصر ! يا دين اومااااااااي !!,fear
حتي الحشيش بيقلب المواجع و بقي يطلب بنكد,sadness
ايه القنوات اللي ناقله العاب الاوليمبياد؟!,none
سالوا قيس : عن سبب حبه لـِ ليلي وهي ليست جميله ! فقال : ومن منكم يري ليلي بعين قيس ؟  الحب ارواح   خواطر  الشرقيه,love
i feel like these were pretty productive days although i couldve cut back on the thinking as usual,joy
نظره التوهان و الصدمه اللي هو فيها بشعه... ربنا يرحمه و يصبرهم,sympathy
نظريه المؤامره متغلغله جوا المصريين حتي في تعليق كائن مصري علي مبارزه فرديه في الاوليمبياد,none
انا الصراحه متعاطفه معكم جدا لكن ف الاونه الاخيره جلستوا تسبون القصمان وهم مالهم دخل!,sympathy
: في  السعوديه سهل انك تخطف اي مواطن واذا احد اعترض طريقك قوله انا مباحث وهذا مطلوب,anger
السيسي القاتل هو ومجموعته ثم الاخوان ومرشدهم بديع صاحب مقوله سلميتنا اقوي من الرصاص فماتوا كالدواحن,anger
مصطفي يونس و وائل القباني...ابوتريكه احسن منكوا يا اوسخ شخصيتين,anger
مبتفرجش علي الاوليمبياد والكوره مبفهمهاش ومش معايا فلوس ادخل الافلام الجديده ومش عارفه اواكب العصر خالص,sadness
i ask you when folks park why do they feel it is smart to park with only or inches separating your car from the one in front or behind you,joy
i hated that i hurt him with my feelings i hated that i was dating somebody i didn t love i hated that i pretended lied to a friend i really treassured,anger
الاوليمبياد ، اهي فرحه ع الماشي .,joy
:  السيد الصرخي يحطم كهنوتيه السيستاني السيستاني افسد من السياسيين,anger
: اللهمّ احْسِنْ عَاقِبَتَنَا فِي الاُمُورِ كُلِّهَا، وَاجِرْنَا مِنْ خِزْيِ الدُّنْيَا   قروب سعود للدعم لطلب الانضمام راسلني…,joy
i cant stop talking even though im already feel weird uncomfortable feeling swarming me but still my mouth keeps saying unnecessary word,fear
اللي عندي يحرقون المسلسل علي🚶🏻.,sadness
واحد بهلول هيقولي العسكر مالهم ومال الاوليمبياد!؟ العسكر افسدوا كل شئ منذ52؛ فتم افشالك رياضيًا بالواسطه والمحسوبيه وفساد الاتحادات الرياضيه,anger
ee9 انا معكم وفي خدمه الدين والوطن,sympathy
تامل ! قال الله : ( وجعل بينكم موده ورحمه ) الموده اثر من اثار  الحُب فان كان هناك حب بين  الزوجين تجسد بالموده وا…,love
:   سنه حلوه ياجميل????????❤️❤️❤️,love
وانتي نورتيني ^^,joy
i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,joy
free7 من حقاره ووضاعه الهلال يحيي الشهري سجل عليهم بنفس حركه الجربوع !,anger
i take a look as i try to get used to the feeling of his touch innocent as it is,joy
i feel and i think that should be respected,joy
وشفيك ياقلبي تفنن في سواليف العتاب حتي الحبيب الي تحبه في ثواني تقهره ضيعت بعمري كثير وشبت في عمر الشباب وهقتني في واثر الحب كله مصخره,love
بدينا الاختبار ست ونص خلصنا تسع وعشر كنت خايفه نطول بس الحمدلله تيسرت 💗,fear
mnsour   اتكذب ارضاءاً لملوك العهر اتقي الله فيما تقول فلن ينفعك لا سلمان ولا غيره امام الله يوم القيامه,anger
i knew i was just feeling unsure amp scared and so i let it overpower me and i gave in to those feelings and gave up,fear
i feel like i need cute pictures to share,joy
i am feeling grumpy and irritated,anger
i just don t feel like having distraught parents breathing down my neck,fear
گل مـا نـَويـت انـسا  الـحُزن 😔👆 تـجـينـي  غـصّـه تــمـسح الـبـَسمه 😞💔,sadness
imran   انا مش فاهمه 😂😂,surprise
i did not do all this to feel pretty might i add,joy
شكراً ا/ احمد منصور للتنبيه   اول مصريه تحصل علي ميداليه في الاوليمبياد كانت عبير عبد الرحمن في لندن 2012 .. تمام,none
ضحكتها بس لوحدها قصيــده شعــر,joy
: وانا ماشي في اللجنه لقيت واحد بيقول حاجه غريبه اوي  عايز ورقه اجابه تانيه  .. ؟,surprise
: انّا لله و انّا اليه راجعون .. الي جنات النعيم و عطف الرحمن الرحيم💔 يارب انتَ الارحم بها منّا وفدت عليك فاكرمها يا خير مك…,sympathy
i joke about her leaving me or tell her that i know shes going to fall in love with the city the country the people and never come back theres a place deep in my mind parallel to the empty sick feeling in my stomach that is terrified she really wont come back,fear
النمسا داخله الاوليمبياد بنفرين,none
الحلل واحد اقول صف الدور ياخوووي الحظ معاااند????,sadness
i am feeling spiteful,anger
بنتين جابوا ميداليتين ل  مصر في الاوليمبياد، بدون دعم، ولا اهتمام و لا امكانيات و لا رعايه. و الميداليتين في العاب قوه. عاشت المراه المصريه!,joy
باقي نُقطه ويصير اللي خايفه منه وابطل اخاف.,fear
i am feeling mellow excited about it partly because i know annie will churn all kinds of emotions inside of me esp,joy
